cve_entidad,entidad,cve_plantel,plantel,genero,nombre_empresa,carrera,sueldo_mensual_expresado_mnx,periodo
2,Baja California,3021540,Mexicali II,M,Muebleria romano,Informática,"$1,000 - 2,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,M,Tianguis nuevo mexicali,Alimentos y Bebidas,"$1,000 - 2,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,F,Koi Asian Fusion,Informática,"$2,001 - 4,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,M,Herreria montes,Alimentos y Bebidas,"$6,001 - 8,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,M,Tacos Yolanda,Alimentos y Bebidas,"$1,000 - 2,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,M,Mariscos los pepitos,Alimentos y Bebidas,"$1,000 - 2,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,M,Chalquiles ready to eat,Informática,"$2,001 - 4,000",Septiembre 2024 (mensual)
2,Baja California,3021540,Mexicali II,M,Skywors,Informática,"$2,001 - 4,000",Octubre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,M,Cyse,Informática,"$4,001 - 6,000",Octubre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,M,Raspados la jaula,Hospitalidad Turística,"$4,001 - 6,000",Octubre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,M,Hot dogs bubas,Hospitalidad Turística,"$4,001 - 6,000",Octubre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,M,Martech,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,M,Maldonado accesorios,Informática,"$2,001 - 4,000",Octubre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,F,Los Pioneros Restaurante,Alimentos y Bebidas,"$4,001 - 6,000",Noviembre 2024 (Mensual)
2,Baja California,3021540,Mexicali II,M,Restaurante Rancho Marieta,Alimentos y Bebidas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,F,Baja Tax,Contabilidad,"$6,001 - 8,000",Marzo 2024 (Mensual)
2,Baja California,3020180,Tijuana I,F,Baja Tax,Contabilidad,"$6,001 - 8,000",Marzo 2024 (Mensual)
2,Baja California,3020180,Tijuana I,F,Baja Tax,Contabilidad,"$6,001 - 8,000",Marzo 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,Katzkin,Soporte y Mantenimiento de Equipo de Cómputo,"$6,001 - 8,000",Abril 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,ponce y AC,Contabilidad,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,F,ponce y AC,Contabilidad,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,HEMOECO,Electromecánica Industrial,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,HEMOECO,Electromecánica Industrial,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,HEMOECO,Electromecánica Industrial,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,HEMOECO,Electromecánica Industrial,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,HEMOECO,Electromecánica Industrial,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,HEMOECO,Electromecánica Industrial,"$6,001 - 8,000",Agosto 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,cecso corrugados,Mecatrónica,"$8,001 - 10,000",Septiembre 2024 (mensual)
2,Baja California,3020180,Tijuana I,F,despacho contable bc,Contabilidad,"$8,001 - 10,000",Septiembre 2024 (mensual)
2,Baja California,3020180,Tijuana I,F,despacho contable PONCE,Contabilidad,"$8,001 - 10,000",Septiembre 2024 (mensual)
2,Baja California,3020180,Tijuana I,F,despacho contable PONCE,Contabilidad,"$8,001 - 10,000",Septiembre 2024 (mensual)
2,Baja California,3020180,Tijuana I,F,despacho contable PONCE,Soporte y Mantenimiento de Equipo de Cómputo,"$8,001 - 10,000",Septiembre 2024 (mensual)
2,Baja California,3020180,Tijuana I,M,despacho contable FAs,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,F,amigo tecnologia,Contabilidad,"$6,001 - 8,000",Noviembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,F,KFC,Soporte y Mantenimiento de Equipo de Cómputo,"$4,001 - 6,000",Noviembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,coliman,Contabilidad,"$4,001 - 6,000",Noviembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,maquila tantung,Contabilidad,"$6,001 - 8,000",Noviembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,Laguna Mainar 5520-Sección,Electromecánica Industrial,"$6,001 - 8,000",Noviembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,EMPRESA SAMSUG,Contabilidad,"$6,001 - 8,000",Diciembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,Old Souls Restaurante,Contaduría,"$6,001 - 8,000",Diciembre 2024 (Mensual)
2,Baja California,3020180,Tijuana I,M,corrugados de sonora,Mecatrónica,"$6,001 - 8,000",Diciembre 2024 (Mensual)
2,Baja California,3021430,Tijuana II,F,DISTRIBUIDORA LIVERPOOL SA DE CV,Alimentos y Bebidas,"$4,001 - 6,000",junio 2024 (mensual)
2,Baja California,3021430,Tijuana II,F,DISTRIBUIDORA LIVERPOOL SA DE CV,Alimentos y Bebidas,"$4,001 - 6,000",junio 2024 (mensual)
2,Baja California,3021430,Tijuana II,M,LÓPEZ PRODUCTOR ORGÁNICO,Conservación del Medio Ambiente,"$8,001 - 10,000",Abril 2024 (Mensual)
2,Baja California,3021430,Tijuana II,F,LÓPEZ PRODUCTOR ORGÁNICO,Conservación del Medio Ambiente,"$8,001 - 10,000",Abril 2024 (Mensual)
2,Baja California,3021430,Tijuana II,F,DISTRIBUIDORA LIVERPOOL SA DE CV,Alimentos y Bebidas,"$8,001 - 10,000",Julio 2024 (mensual)
2,Baja California,3021430,Tijuana II,F,DISTRIBUIDORA LIVERPOOL SA DE CV,Alimentos y Bebidas,"$8,001 - 10,000",Julio 2024 (mensual)
2,Baja California,3021430,Tijuana II,F,GRUPO CALIENTE,Informática,"$6,001 - 8,000",Agosto 2024 (mensual)
3,Baja California Sur,3030190,La Paz,F,amateru,Alimentos y Bebidas,"$6,001 - 8,000",junio 2024 (mensual)
3,Baja California Sur,3030190,La Paz,F,amater,Alimentos y Bebidas,"$4,001 - 6,000",Mayo 2024 (mensual)
3,Baja California Sur,3030190,La Paz,M,Waterfront,Alimentos y Bebidas,"$6,001 - 8,000",Agosto 2024 (mensual)
3,Baja California Sur,3030190,La Paz,M,Hotel Waterfront,Alimentos y Bebidas,"$4,001 - 6,000",Septiembre 2024 (mensual)
3,Baja California Sur,3030190,La Paz,M,Tabu sushi,Alimentos y Bebidas,"$6,001 - 8,000",Octubre 2024 (Mensual)
3,Baja California Sur,3032820,San José del Cabo,M,Hotel Secrets Puerto Los cabos,Alimentos y Bebidas,"$8,001 - 10,000",Mayo 2024 (mensual)
3,Baja California Sur,3032820,San José del Cabo,M,Hotel Secrets Puerto Los cabos,Alimentos y Bebidas,"$8,001 - 10,000",Mayo 2024 (mensual)
3,Baja California Sur,3032820,San José del Cabo,M,secrets puerto los cabos,Alimentos y Bebidas,"$8,001 - 10,000",Abril 2024 (Mensual)
3,Baja California Sur,3032820,San José del Cabo,M,JW MARRIOTT LOS CABOS,Alimentos y Bebidas,"$8,001 - 10,000",Septiembre 2024 (mensual)
3,Baja California Sur,3032820,San José del Cabo,M,JW MARRIOTT LOS CABOS,Alimentos y Bebidas,"$8,001 - 10,000",Septiembre 2024 (mensual)
3,Baja California Sur,3032820,San José del Cabo,M,Hotel Solaz,Hospitalidad Turística,"$8,001 - 10,000",Noviembre 2024 (Mensual)
3,Baja California Sur,3032820,San José del Cabo,M,Solaz Luxury Collection,Alimentos y Bebidas,"$8,001 - 10,000",Diciembre 2024 (Mensual)
4,Campeche,3040210,Ciudad del Carmen,M,ADMINISTRADORA HORTELERA INTERNACIONAL HACENDA REAL,Electromecánica Industrial,"$10,001 - 15,000",junio 2024 (mensual)
4,Campeche,3040210,Ciudad del Carmen,F,INE,Contabilidad,"$8,001 - 10,000",Marzo 2024 (Mensual)
4,Campeche,3040210,Ciudad del Carmen,M,"SERVICIO DE CALIBRACIÓN Y PRUEBAS HERMETICAS """"SECAPRUH""""",Electromecánica Industrial,"$10,001 - 15,000",Julio 2024 (mensual)
4,Campeche,3040210,Ciudad del Carmen,M,"SERVICIO DE CALIBRACIÓN Y PRUEBAS HERMETICAS """"SECAPRUH""""",Electromecánica Industrial,"$10,001 - 15,000",Julio 2024 (mensual)
4,Campeche,3040210,Ciudad del Carmen,M,HOTEL SAGITARIO,Mantenimiento de Sistemas Electrónicos,"$8,001 - 10,000",Septiembre 2024 (mensual)
4,Campeche,3040210,Ciudad del Carmen,F,SERVICIOS ESTRATEGICOS EN CAPACITACIÒN Y ASESORIA EMPRESARIAL,Contabilidad,"$6,001 - 8,000",Septiembre 2024 (mensual)
4,Campeche,3040210,Ciudad del Carmen,M,7 SEAS,Informática,"$8,001 - 10,000",Octubre 2024 (Mensual)
4,Campeche,3040210,Ciudad del Carmen,M,FERRETERIA EL ESCALON,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Octubre 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,ENLACES Y COMUNICACIONES,Informática,"$4,001 - 6,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ BOX,Mantenimiento Automotriz,"$8,001 - 10,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ INDA CLUB,Mantenimiento Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ EL DIVINO NIÑO,Mantenimiento Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,F,SERVICIO DE IMPRESION DIGITAL,Informática,"$6,001 - 8,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,BANCOMER,Informática,"$10,001 - 15,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ BOX,Mantenimiento Automotriz,"$8,001 - 10,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ EL DIVINO NIÑO,Mantenimiento Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ LUIS,Mantenimiento Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ MULIX,Mantenimiento Automotriz,"$8,001 - 10,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,F,COLEGIO DEL GOLFO,Informática,"$4,001 - 6,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,F,PAPELERIA Y NOVEDADES LA ASUNCION,Informática,"$6,001 - 8,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,ENLACES Y COMUNICACIONES,Informática,"$2,001 - 4,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ EL MOSCO,Mantenimiento Automotriz,"$8,001 - 10,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,F,INTERNET Y SERVICIO DE COMPUTACION,Informática,"$6,001 - 8,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ EL LOBO FEROZ,Mantenimiento Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,F,COLEGIO DEL GOLFO,Informática,"$4,001 - 6,000",Marzo 2024 (Mensual)
4,Campeche,3042720,Dzitbalché Calkiní,F,SERVICIO DE IMPRESIONES KUCAN CENTER,Informática,"$6,001 - 8,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ GARDUÑO,Mantenimiento Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
4,Campeche,3042720,Dzitbalché Calkiní,M,TALLER AUTOMOTRIZ EL MOSCO,Mantenimiento Automotriz,"$8,001 - 10,000",Marzo 2024 (Mensual)
4,Campeche,3040200,Lic.Guillermo González G,M,Proyectos Eléctricos del Sureste SA de CV,Electricidad Industrial,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,ZAPATERIAS LEON,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,MAXICOPIAS,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,ANTOJITOS POBLANOS,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,FARMACIA ISA,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,CIBER EL GÜERO,Informática,"$1,000 - 2,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,CURIOSIDADES MARVIN,Informática,"$1,000 - 2,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,BARACAN PIZZA,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,CASA DE MATERIALES HABACUC,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,ANTOJITOS MEXICANOS,Informática,"$1,000 - 2,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,FARMACIA SIMILARES,Informática,"$1,000 - 2,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,AYUNTAMMIENTO MUNICIPAL,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,AYUNTAMMIENTO MUNICIPAL,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,ABARROTES SANCHEZ,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,ANTOJITOS MI PUEBLITO,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,BARACAN PIZZA,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,M,AYUNTAMMIENTO MUNICIPAL,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3073310,Altamirano,F,DIF MUNICIPAL,Enfermería General,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,MUSICO,Informática,"$6,001 - 8,000",Abril 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,COELGIO CIVIL,Construcción,"$6,001 - 8,000",Abril 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,TALLER MECANICO AUTOMOTRIZ,Autotrónica,"$1,000 - 2,000",Abril 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,"Taller Automotriz """"SEFI""""",Autotrónica,"$2,001 - 4,000",junio 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,"Taller Automotriz """"SEFI""""",Autotrónica,"$2,001 - 4,000",junio 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,SERVICIO AUTOMOTRIZ DEL NORTE,Autotrónica,"$10,001 - 15,000",Abril 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,Cesma Gama,Autotrónica,"$2,001 - 4,000",junio 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,ABARROTES 2  HERMANOS,Autotrónica,"$2,001 - 4,000",Abril 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,FERRETERA GRUPO GM,Autotrónica,"$2,001 - 4,000",Abril 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,OCKELAR ARANA,Construcción,"$2,001 - 4,000",Julio 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,ARMADORA DE CASA S.A DE C.V,Construcción,"$1,000 - 2,000",Julio 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,OCKELAR ARANA,Construcción,"$1,000 - 2,000",Julio 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,Diseño y Publicidad Daniel Dario Diaz Ruiz,Informática,"$2,001 - 4,000",Agosto 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,Servicio Automotriz Aleman,Mantenimiento Automotriz,"$2,001 - 4,000",Agosto 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,Refaccionaria Rojas,Autotrónica,"$2,001 - 4,000",Agosto 2024 (mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,"TALLER MECANICO """"SANTIAGO""""",Autotrónica,"$1,000 - 2,000",Noviembre 2024 (Mensual)
7,Chiapas,3070220,Chiapa de Corzo,M,EMPRESA DIDI,Mantenimiento Automotriz,"$10,001 - 15,000",Noviembre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,compañia gediatrica,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,M,gemelos diaz,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,unidad medica familiar del seguro social,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,casa particular,Enfermería General,"$6,001 - 8,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,laboratorio promolar,Enfermería General,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,M,casa particular,Enfermería General,"$8,001 - 10,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,casa particular,Enfermería General,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,farmacia angel,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,el minimo de calle,Enfermería General,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,esquina de belisario,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,consultorio bagun pediatrico,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,abarrotes mary,Hospitalidad Turística,"$1,000 - 2,000",Noviembre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,terminal montebello,Hospitalidad Turística,"$1,000 - 2,000",Noviembre 2024 (Mensual)
7,Chiapas,3070700,Comitán,M,barberia y peluqueria  sorto,Asistente Directivo,"$1,000 - 2,000",Noviembre 2024 (Mensual)
7,Chiapas,3070700,Comitán,M,conafe,Asistente Directivo,"$4,001 - 6,000",Noviembre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,abarrotes shopia,Hospitalidad Turística,"$1,000 - 2,000",Noviembre 2024 (Mensual)
7,Chiapas,3070700,Comitán,F,laboratorio vepsa,Enfermería General,"$4,001 - 6,000",Noviembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,F,laboratorio huixtla,Enfermería General,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,F,laboratorio,Enfermería General,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,M,FERRETERA DE LA COSTA,Asistente Directivo,"$2,001 - 4,000",Noviembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,F,FERRETERA DE LA COSTA,Asistente Directivo,"$2,001 - 4,000",Noviembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,F,FERRETERA DE LA COSTA,Asistente Directivo,"$2,001 - 4,000",Noviembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,F,FERRETERA DE LA COSTA,Asistente Directivo,"$4,001 - 6,000",Noviembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,M,FERRETERA DE LA COSTA,Asistente Directivo,"$6,001 - 8,000",Noviembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,F,ferrevilla,Construcción,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,M,ferrevilla,Construcción,"$2,001 - 4,000",Diciembre 2024 (Mensual)
7,Chiapas,3070670,Huixtla,M,ferrevilla,Construcción,"$4,001 - 6,000",Diciembre 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,F,CREACIONES Y ALGO MAS,Enfermería General,"$2,001 - 4,000",Mayo 2024 (mensual)
7,Chiapas,3072620,Ocosingo,M,soriana,Enfermería General,"$2,001 - 4,000",Marzo 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,F,PALETERIA NANDAYAPA,Enfermería General,"$1,000 - 2,000",Abril 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,F,Anelle fasshionKids,Enfermería General,"$1,000 - 2,000",Marzo 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,M,SUPERVISOR DE HOSPITAL,Enfermería Comunitaria,"$4,001 - 6,000",junio 2024 (mensual)
7,Chiapas,3072620,Ocosingo,F,CONSULTORIO MEDICO,Enfermería General,"$2,001 - 4,000",Julio 2024 (mensual)
7,Chiapas,3072620,Ocosingo,F,FARMACIA YIRE,Enfermería General,"$2,001 - 4,000",Agosto 2024 (mensual)
7,Chiapas,3072620,Ocosingo,F,MR. FOX,Enfermería General,"$2,001 - 4,000",Septiembre 2024 (mensual)
7,Chiapas,3072620,Ocosingo,M,SUPERVISOR DE CAMPOS CLINICOS,Enfermería General,"$6,001 - 8,000",Octubre 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,M,ENCARGADO,Enfermería General,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,M,laboratorio keylab,Enfermería General,"$4,001 - 6,000",Noviembre 2024 (Mensual)
7,Chiapas,3072620,Ocosingo,M,hospital 20 camas,Enfermería General,"$4,001 - 6,000",Diciembre 2024 (Mensual)
7,Chiapas,3070690,Palenque,M,farmacias yireh,Informática,"$15,001 - 20,000",Enero 2024 (Mensual)
7,Chiapas,3070690,Palenque,M,comerializaora,Contabilidad,"$6,001 - 8,000",Enero 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,optima,Informática,"$1,000 - 2,000",Enero 2024 (Mensual)
7,Chiapas,3070690,Palenque,M,Vialumi,Informática,"$6,001 - 8,000",Julio 2024 (mensual)
7,Chiapas,3070690,Palenque,F,Refrigeración,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
7,Chiapas,3070690,Palenque,M,Rincon maya,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
7,Chiapas,3070690,Palenque,M,Chedraui,Contabilidad,"$2,001 - 4,000",Julio 2024 (mensual)
7,Chiapas,3070690,Palenque,M,Farmacias Yireh,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
7,Chiapas,3070690,Palenque,F,Cafe Ajau,Alimentos y Bebidas,"$2,001 - 4,000",Julio 2024 (mensual)
7,Chiapas,3070690,Palenque,M,Antojitos barrios,Contabilidad,"$4,001 - 6,000",Agosto 2024 (mensual)
7,Chiapas,3070690,Palenque,F,Cajpelel,Alimentos y Bebidas,"$4,001 - 6,000",Agosto 2024 (mensual)
7,Chiapas,3070690,Palenque,M,particular,Agrotecnología,"$4,001 - 6,000",Agosto 2024 (mensual)
7,Chiapas,3070690,Palenque,F,Papeleria,Alimentos y Bebidas,"$1,000 - 2,000",Septiembre 2024 (mensual)
7,Chiapas,3070690,Palenque,F,yaret,Alimentos y Bebidas,"$1,000 - 2,000",Septiembre 2024 (mensual)
7,Chiapas,3070690,Palenque,F,Bazar,Alimentos y Bebidas,"$1,000 - 2,000",Septiembre 2024 (mensual)
7,Chiapas,3070690,Palenque,F,sin nombre,Alimentos y Bebidas,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,panaderia la nona,Alimentos y Bebidas,"$4,001 - 6,000",Octubre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,cafeteria ajau,Alimentos y Bebidas,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070690,Palenque,M,cafe jade,Contabilidad,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,distribuidora hermex,Contabilidad,"$2,001 - 4,000",Octubre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,local cell,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,DENTAL MAYA,Informática,"$4,001 - 6,000",Noviembre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,HOGAR,Turismo,"$6,001 - 8,000",Noviembre 2024 (Mensual)
7,Chiapas,3070690,Palenque,F,COMERCIALIZADORA LASMART S.A DE C.V.,Alimentos y Bebidas,"Más de 20,001",Noviembre 2024 (Mensual)
