,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
445,211256,N. Tagliafico,25,https://cdn.sofifa.org/players/4/19/211256.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,82,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€15M,€20K,2025,Left,2,2,3,High/ Medium,Normal,No,LB,3,"Jan 5, 2018",,2022,5'7,143lbs,68+2,68+2,68+2,72+2,70+2,70+2,70+2,72+2,70+2,70+2,70+2,74+2,71+2,71+2,71+2,74+2,78+2,75+2,75+2,75+2,78+2,78+2,75+2,75+2,75+2,78+2,75,57,73,75,38,74,61,40,67,74,85,86,79,75,79,66,90,91,63,44,78,77,67,68,46,73,78,78,78,13,9,10,15,16,€22.1M
452,207439,L. Paredes,24,https://cdn.sofifa.org/players/4/19/207439.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,85,,https://cdn.sofifa.org/flags/52.png,€0,€0,2122,Right,2,4,4,Medium/ Medium,Normal,No,CM,5,,,,5'11,165lbs,71+2,71+2,71+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,76+2,79+2,79+2,79+2,76+2,75+2,77+2,77+2,77+2,75+2,74+2,72+2,72+2,72+2,74+2,76,55,60,84,73,78,79,78,82,82,75,69,77,74,77,82,61,79,69,80,79,72,74,82,57,74,73,75,72,9,14,6,9,10,
471,201377,J. Murillo,26,https://cdn.sofifa.org/players/4/19/201377.png,Colombia,https://cdn.sofifa.org/flags/56.png,80,84,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€16M,€38K,1847,Right,2,2,2,Medium/ High,Normal,Yes,LCB,22,"Aug 18, 2018",,2022,6'0,172lbs,58+2,58+2,58+2,58+2,57+2,57+2,57+2,58+2,58+2,58+2,58+2,61+2,61+2,61+2,61+2,61+2,72+2,73+2,73+2,73+2,72+2,74+2,78+2,78+2,78+2,74+2,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,77,80,82,14,13,8,11,14,€34.8M
479,199110,L. Muriel,27,https://cdn.sofifa.org/players/4/19/199110.png,Colombia,https://cdn.sofifa.org/flags/56.png,80,81,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,€17.5M,€24K,1909,Right,2,4,4,High/ Medium,Stocky,Yes,ST,14,"Jul 11, 2017",,2022,5'10,174lbs,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,78+2,78+2,78+2,77+2,68+2,68+2,68+2,77+2,55+2,51+2,51+2,51+2,55+2,51+2,44+2,44+2,44+2,51+2,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6,€38.1M
491,193061,R. Pereyra,27,https://cdn.sofifa.org/players/4/19/193061.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,€15.5M,€65K,2052,Right,2,4,4,High/ Medium,Lean,Yes,LM,7,"Aug 19, 2016",,2021,6'0,170lbs,73+2,73+2,73+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,79+2,77+2,77+2,77+2,79+2,73+2,71+2,71+2,71+2,73+2,71+2,65+2,65+2,65+2,71+2,78,74,60,82,73,84,78,72,75,84,75,76,75,74,73,68,65,77,63,74,66,70,76,80,72,78,50,64,70,4,5,3,4,8,€29.5M
510,186547,M. Musacchio,27,https://cdn.sofifa.org/players/4/19/186547.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€12.5M,€85K,1892,Right,3,3,3,Medium/ Medium,Normal,No,RCB,22,"Jul 1, 2017",,2021,5'11,161lbs,60+3,60+3,60+3,62+3,61+3,61+3,61+3,62+3,63+3,63+3,63+3,63+3,67+3,67+3,67+3,63+3,72+3,75+3,75+3,75+3,72+3,74+3,79+3,79+3,79+3,74+3,55,40,76,69,36,65,53,45,67,67,69,71,73,76,68,57,83,68,76,53,76,84,50,64,57,76,84,84,80,5,11,12,6,12,€21.3M
522,176915,A. Fernández,32,https://cdn.sofifa.org/players/4/19/176915.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Beijing Renhe FC,https://cdn.sofifa.org/teams/2/light/112537.png,€11M,€20K,2068,Right,2,3,4,Medium/ Medium,Lean,No,LDM,8,"Jan 31, 2018",,2019,5'10,161lbs,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,78+2,78+2,78+2,76+2,79+2,79+2,79+2,76+2,74+2,76+2,76+2,76+2,74+2,72+2,72+2,72+2,72+2,72+2,70,69,59,81,57,78,65,61,80,81,69,71,75,80,79,74,59,75,73,73,80,77,78,81,62,81,68,76,64,9,13,6,16,9,€23.7M
524,176376,I. Piatti,33,https://cdn.sofifa.org/players/4/19/176376.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Montreal Impact,https://cdn.sofifa.org/teams/2/light/111139.png,€9M,€13K,2074,Right,2,4,5,High/ Medium,Lean,Yes,LW,10,"Aug 15, 2014",,2020,5'11,168lbs,78+2,78+2,78+2,80+2,80+2,80+2,80+2,80+2,80+2,80+2,80+2,80+2,78+2,78+2,78+2,80+2,67+2,69+2,69+2,69+2,67+2,64+2,60+2,60+2,60+2,64+2,69,81,54,78,77,86,80,55,74,84,77,76,87,82,81,83,31,89,73,80,79,55,83,77,80,82,61,62,24,14,13,7,7,15,€13.5M
526,173373,S. Romero,31,https://cdn.sofifa.org/players/4/19/173373.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€9M,€91K,1251,Right,3,3,1,Medium/ Medium,Normal,Yes,GK,1,"Jul 27, 2015",,2021,6'4,192lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,12,39,17,12,12,13,48,40,47,44,52,78,44,14,63,35,75,11,33,21,11,55,16,62,14,11,15,78,76,81,77,82,€16.7M
528,172114,D. Valeri,32,https://cdn.sofifa.org/players/4/19/172114.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Portland Timbers,https://cdn.sofifa.org/teams/2/light/111140.png,€11.5M,€12K,2009,Right,2,3,3,High/ Medium,Lean,Yes,RF,8,"Jan 10, 2013",,2018,5'10,165lbs,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,77+2,76+2,76+2,76+2,77+2,61+2,60+2,60+2,60+2,61+2,57+2,51+2,51+2,51+2,57+2,78,80,70,79,75,78,80,79,76,82,62,60,72,80,73,85,68,82,63,84,53,36,84,82,79,83,39,40,30,15,15,8,10,12,€17.3M
547,142754,J. Mascherano,34,https://cdn.sofifa.org/players/4/19/142754.png,Argentina,https://cdn.sofifa.org/flags/52.png,80,80,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,€4.5M,€20K,1973,Right,4,3,2,Low/ High,Normal,Yes,LDM,14,"Jan 26, 2018",,2019,5'9,161lbs,62+3,62+3,62+3,64+3,64+3,64+3,64+3,64+3,67+3,67+3,67+3,67+3,72+3,72+3,72+3,67+3,75+3,79+3,79+3,79+3,75+3,76+3,78+3,78+3,78+3,76+3,63,42,66,79,51,58,63,50,75,80,69,62,72,79,78,76,80,76,72,55,88,85,51,68,60,81,78,81,82,6,10,8,5,5,€9.7M
561,231478,L. Martínez,20,https://cdn.sofifa.org/players/4/19/231478.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,86,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€18M,€54K,1892,Right,1,4,4,High/ Medium,Normal,No,ST,18,"Jul 5, 2018",,2023,5'9,174lbs,78+2,78+2,78+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,72+2,65+2,65+2,65+2,72+2,55+2,53+2,53+2,53+2,55+2,53+2,52+2,52+2,52+2,53+2,56,82,79,62,68,78,71,33,50,79,82,83,79,75,70,79,81,75,86,68,74,31,79,72,59,77,46,22,25,11,8,8,8,13,€34.2M
579,224254,C. Pavón,22,https://cdn.sofifa.org/players/4/19/224254.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,85,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€17.5M,€27K,2030,Right,1,3,3,High/ Medium,Normal,No,RW,7,"Jul 14, 2014",,2022,5'9,172lbs,74+2,74+2,74+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,78+2,73+2,73+2,73+2,78+2,66+2,63+2,63+2,63+2,66+2,62+2,54+2,54+2,54+2,62+2,76,72,48,76,57,79,72,77,68,76,93,90,92,77,85,84,61,92,73,84,56,49,78,77,59,68,65,34,30,11,10,9,13,7,€28M
582,223061,F. Cervi,24,https://cdn.sofifa.org/players/4/19/223061.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,84,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€17M,€15K,1996,Left,2,3,5,High/ High,Normal,No,LW,11,"Jan 4, 2016",,2023,5'5,137lbs,70+2,70+2,70+2,79+2,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,73+2,73+2,73+2,79+2,71+2,64+2,64+2,64+2,71+2,67+2,55+2,55+2,55+2,67+2,78,65,48,73,55,85,78,76,67,84,93,90,91,82,91,68,60,87,33,64,71,59,75,72,56,81,42,50,53,12,8,9,11,10,€35.3M
587,219576,R. Battaglia,26,https://cdn.sofifa.org/players/4/19/219576.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,80,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€14.5M,€17K,2030,Right,1,4,3,Medium/ Medium,Normal,No,CM,16,"Jul 1, 2017",,2023,6'2,174lbs,71+2,71+2,71+2,70+2,73+2,73+2,73+2,70+2,73+2,73+2,73+2,71+2,77+2,77+2,77+2,71+2,75+2,80+2,80+2,80+2,75+2,75+2,79+2,79+2,79+2,75+2,46,63,68,78,53,74,45,60,76,76,67,69,60,78,61,76,74,94,78,78,88,83,75,73,57,73,82,83,76,7,7,7,9,9,€30.1M
591,215353,L. Alario,25,https://cdn.sofifa.org/players/4/19/215353.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,82,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€16M,€67K,1834,Right,2,3,3,High/ Medium,Normal,No,ST,13,"Aug 31, 2017",,2022,6'0,172lbs,77+2,77+2,77+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,70+2,64+2,64+2,64+2,70+2,50+2,50+2,50+2,50+2,50+2,48+2,47+2,47+2,47+2,48+2,48,84,81,69,76,75,49,43,48,79,71,73,72,71,71,75,90,71,78,62,72,22,85,65,75,74,22,27,20,8,15,7,15,15,€28.4M
592,215061,D. Benedetto,28,https://cdn.sofifa.org/players/4/19/215061.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€13M,€32K,1955,Right,2,5,3,High/ Low,Normal,Yes,ST,9,"Jul 1, 2016",,2021,5'10,176lbs,78+2,78+2,78+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,73+2,67+2,67+2,67+2,73+2,56+2,54+2,54+2,54+2,56+2,53+2,51+2,51+2,51+2,53+2,61,86,76,67,71,71,67,60,65,74,78,84,77,74,71,81,87,77,76,80,66,28,82,69,72,78,50,25,25,10,14,12,8,11,€18.2M
593,215057,I. Marcone,28,https://cdn.sofifa.org/players/4/19/215057.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,80,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€11.5M,€31K,1915,Right,1,3,3,Medium/ High,Normal,No,RDM,23,"Jul 1, 2018",,2023,6'0,183lbs,64+2,64+2,64+2,63+2,65+2,65+2,65+2,63+2,67+2,67+2,67+2,66+2,74+2,74+2,74+2,66+2,71+2,78+2,78+2,78+2,71+2,70+2,75+2,75+2,75+2,70+2,58,48,73,80,49,69,59,60,83,73,54,34,60,79,57,73,35,86,85,66,84,76,56,69,59,76,74,80,71,16,11,12,16,10,€20.4M
595,213991,J. Lerma,23,https://cdn.sofifa.org/players/4/19/213991.png,Colombia,https://cdn.sofifa.org/flags/56.png,79,84,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,€14.5M,€55K,2096,Right,1,4,3,Medium/ High,Lean,Yes,RCM,8,"Aug 7, 2018",,2023,5'10,154lbs,68+2,68+2,68+2,69+2,69+2,69+2,69+2,69+2,70+2,70+2,70+2,71+2,74+2,74+2,74+2,71+2,77+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,77+2,77+2,66,56,65,78,56,69,66,65,74,77,74,76,75,72,76,82,84,90,76,75,83,80,58,68,58,63,78,81,81,16,14,11,7,9,€28.6M
600,211267,R. Centurión,25,https://cdn.sofifa.org/players/4/19/211267.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,81,Racing Club,https://cdn.sofifa.org/teams/2/light/101085.png,€15.5M,€25K,1935,Right,1,3,4,High/ Medium,Normal,No,RM,10,"Jan 22, 2018",,2021,5'9,163lbs,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,62+2,57+2,57+2,57+2,62+2,59+2,48+2,48+2,48+2,59+2,71,72,61,68,60,86,68,73,66,80,91,89,89,75,88,68,60,91,53,70,63,38,70,76,67,75,28,37,38,7,6,7,11,8,€24.4M
607,207939,G. Pizarro,28,https://cdn.sofifa.org/players/4/19/207939.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Tigres U.A.N.L.,https://cdn.sofifa.org/teams/2/light/1970.png,€10M,€58K,1995,Right,1,3,3,Medium/ High,Lean,Yes,LDM,19,"Jul 2, 2018",,2021,6'1,163lbs,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,70+2,75+2,75+2,75+2,70+2,74+2,78+2,78+2,78+2,74+2,73+2,76+2,76+2,76+2,73+2,62,59,68,80,62,70,66,54,75,76,62,53,62,72,44,69,74,89,80,65,87,80,67,71,60,77,75,80,76,7,12,16,15,7,€16M
629,201862,M. Rojo,28,https://cdn.sofifa.org/players/4/19/201862.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€10M,€115K,1998,Left,3,2,3,Medium/ High,Normal,Yes,CB,16,"Aug 20, 2014",,2021,6'2,176lbs,65+3,65+3,65+3,64+3,64+3,64+3,64+3,64+3,64+3,64+3,64+3,66+3,67+3,67+3,67+3,66+3,73+3,74+3,74+3,74+3,73+3,74+3,78+3,78+3,78+3,74+3,74,50,79,72,48,64,67,57,73,67,68,69,68,74,63,80,82,68,77,63,92,77,57,57,64,73,76,81,79,7,8,12,15,10,€18.5M
657,193601,G. Pezzella,27,https://cdn.sofifa.org/players/4/19/193601.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,81,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€12.5M,€56K,1667,Right,1,3,2,Medium/ Medium,Normal,No,RCB,20,"Jul 1, 2018",,2022,6'1,179lbs,59+2,59+2,59+2,53+2,55+2,55+2,55+2,53+2,52+2,52+2,52+2,53+2,57+2,57+2,57+2,53+2,65+2,70+2,70+2,70+2,65+2,68+2,77+2,77+2,77+2,68+2,40,48,82,64,40,54,46,25,58,66,52,52,34,77,48,54,84,55,77,50,82,80,50,22,35,72,78,82,78,7,9,13,10,15,€22.2M
688,183892,G. Mercado,31,https://cdn.sofifa.org/players/4/19/183892.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,€8.5M,€19K,1988,Right,1,3,2,Medium/ Medium,Stocky,Yes,RCB,2,"Aug 9, 2016",,2019,5'11,183lbs,67+2,67+2,67+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,67+2,67+2,67+2,66+2,74+2,74+2,74+2,74+2,74+2,75+2,77+2,77+2,77+2,75+2,68,60,76,71,66,57,68,54,65,70,75,75,66,72,60,68,76,77,82,58,81,80,63,60,49,73,77,80,78,12,16,10,12,6,€17.9M
695,178224,J. Hernández,30,https://cdn.sofifa.org/players/4/19/178224.png,Mexico,https://cdn.sofifa.org/flags/83.png,79,79,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,€12M,€90K,1864,Right,3,3,3,Medium/ Low,Normal,Yes,ST,17,"Jul 24, 2017",,2020,5'9,161lbs,76+3,76+3,76+3,74+3,76+3,76+3,76+3,74+3,73+3,73+3,73+3,72+3,66+3,66+3,66+3,72+3,53+3,50+3,50+3,50+3,53+3,50+3,45+3,45+3,45+3,50+3,64,84,79,65,74,73,67,52,56,77,77,69,75,82,79,75,83,66,53,66,59,26,86,70,74,79,21,29,25,14,12,9,12,11,€22.8M
702,176550,D. Ospina,29,https://cdn.sofifa.org/players/4/19/176550.png,Colombia,https://cdn.sofifa.org/flags/56.png,79,79,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€8.5M,€80K,1172,Right,2,3,1,Medium/ Medium,Normal,Yes,GK,1,,Arsenal,"Jun 30, 2019",6'0,176lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,15,36,12,12,10,13,32,32,34,34,44,72,50,35,75,29,38,12,20,25,16,50,26,60,11,13,12,83,70,78,77,85,
712,160741,D. Abraham,31,https://cdn.sofifa.org/players/4/19/160741.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€8.5M,€37K,1877,Right,2,2,2,Medium/ Medium,Normal,No,CB,19,"Jul 2, 2015",,2021,6'2,185lbs,60+2,60+2,60+2,55+2,56+2,56+2,56+2,55+2,57+2,57+2,57+2,57+2,63+2,63+2,63+2,57+2,69+2,73+2,73+2,73+2,69+2,72+2,77+2,77+2,77+2,72+2,44,46,78,73,65,44,45,67,75,59,76,79,61,76,55,74,77,68,80,63,79,75,31,49,54,78,78,83,78,6,10,12,9,8,€14.5M
713,159065,E. Lavezzi,33,https://cdn.sofifa.org/players/4/19/159065.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,€8M,€22K,2070,Right,3,4,4,High/ Low,Stocky,Yes,CAM,22,"Feb 17, 2016",,2018,5'8,165lbs,78+3,78+3,78+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,80+3,73+3,73+3,73+3,80+3,62+3,60+3,60+3,60+3,62+3,59+3,53+3,53+3,53+3,59+3,77,80,57,80,77,82,83,79,65,83,85,83,87,81,85,79,82,68,71,78,73,31,82,83,69,78,40,40,37,6,15,11,9,12,€17.2M
715,158133,J. Farfán,33,https://cdn.sofifa.org/players/4/19/158133.png,Peru,https://cdn.sofifa.org/flags/59.png,79,79,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,€7.5M,€1K,1999,Right,2,3,4,Medium/ Low,Normal,Yes,CAM,10,"Jan 29, 2017",,2020,5'10,185lbs,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,60+2,59+2,59+2,59+2,60+2,57+2,51+2,51+2,51+2,57+2,80,73,65,77,69,78,80,75,73,79,84,84,75,77,66,75,76,69,78,72,73,39,75,80,79,80,17,43,29,15,12,5,12,15,€15.8M
719,142707,L. López,35,https://cdn.sofifa.org/players/4/19/142707.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Racing Club,https://cdn.sofifa.org/teams/2/light/101085.png,€6M,€22K,2055,Right,2,4,4,High/ High,Normal,Yes,LS,15,"Jan 4, 2016",,2019,5'9,159lbs,78+2,78+2,78+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,76+2,73+2,73+2,73+2,76+2,63+2,63+2,63+2,63+2,63+2,61+2,58+2,58+2,58+2,61+2,66,80,76,75,74,78,78,73,70,80,77,83,84,74,80,77,84,77,75,75,61,59,82,72,80,84,30,58,29,8,10,11,13,6,€9M
733,232244,S. Ascacíbar,21,https://cdn.sofifa.org/players/4/19/232244.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,84,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,€12M,€24K,1890,Right,1,3,3,Medium/ High,Normal,No,CDM,15,"Aug 22, 2017",,2023,5'6,154lbs,54+2,54+2,54+2,60+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,63+2,69+2,69+2,69+2,63+2,74+2,77+2,77+2,77+2,74+2,74+2,75+2,75+2,75+2,74+2,51,39,55,80,47,64,47,41,71,65,75,65,78,74,87,53,82,92,61,67,90,85,31,60,48,67,81,80,77,6,10,5,14,9,€22.8M
749,226379,M. Díaz,32,https://cdn.sofifa.org/players/4/19/226379.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,78,Club Atlético Huracán,https://cdn.sofifa.org/teams/2/light/111711.png,€6M,€15K,1143,Right,1,2,1,Medium/ Medium,Stocky,No,GK,1,"Jun 25, 2014",,2018,6'2,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,15,24,11,13,13,15,21,16,39,39,30,75,35,25,53,35,74,13,43,18,14,38,23,33,17,21,22,76,73,62,82,80,€9M
750,226377,G. Martínez,25,https://cdn.sofifa.org/players/4/19/226377.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,82,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€13.5M,€25K,1926,Left,1,2,4,High/ Low,Lean,No,CAM,10,"Jan 20, 2015",,2020,5'8,165lbs,71+2,71+2,71+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,77+2,69+2,69+2,69+2,77+2,59+2,53+2,53+2,53+2,59+2,54+2,42+2,42+2,42+2,54+2,74,70,32,70,72,86,76,73,68,81,90,88,92,79,88,80,53,72,61,82,42,23,71,72,77,77,41,28,30,6,9,13,12,15,€19.9M
767,220523,Y. Mina,23,https://cdn.sofifa.org/players/4/19/220523.png,Colombia,https://cdn.sofifa.org/flags/56.png,78,85,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€12.5M,€68K,1741,Right,1,2,2,Medium/ High,Normal,Yes,LCB,13,"Aug 9, 2018",,2023,6'5,207lbs,61+2,61+2,61+2,55+2,58+2,58+2,58+2,55+2,57+2,57+2,57+2,57+2,61+2,61+2,61+2,57+2,67+2,70+2,70+2,70+2,67+2,69+2,77+2,77+2,77+2,69+2,43,51,86,73,41,60,38,30,52,53,45,62,53,72,34,70,70,79,87,50,80,73,48,54,53,80,79,79,75,10,8,12,9,12,€26.3M
771,216816,G. Simeone,22,https://cdn.sofifa.org/players/4/19/216816.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,85,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€15M,€53K,1906,Right,2,3,3,High/ High,Normal,No,ST,19,"Aug 16, 2017",,2022,5'11,179lbs,77+2,77+2,77+2,71+2,75+2,75+2,75+2,71+2,71+2,71+2,71+2,70+2,64+2,64+2,64+2,70+2,53+2,53+2,53+2,53+2,53+2,52+2,52+2,52+2,52+2,52+2,40,80,80,68,72,76,69,60,55,76,79,78,76,76,74,79,84,74,72,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11,€28.5M
772,216700,M. Meza,25,https://cdn.sofifa.org/players/4/19/216700.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,79,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€12.5M,€23K,2009,Right,1,3,4,High/ Low,Lean,No,LM,8,"Sep 19, 2016",,2021,5'11,168lbs,74+2,74+2,74+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,71+2,71+2,71+2,77+2,63+2,61+2,61+2,61+2,63+2,59+2,56+2,56+2,56+2,59+2,72,73,67,76,66,86,82,76,68,79,80,82,87,73,75,76,67,81,70,74,73,31,71,76,54,73,68,37,32,9,9,16,12,11,€18.4M
782,215333,D. Zapata,27,https://cdn.sofifa.org/players/4/19/215333.png,Colombia,https://cdn.sofifa.org/flags/56.png,78,79,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€12M,€41K,1774,Right,2,4,3,Medium/ Medium,Normal,No,RS,91,,Sampdoria,"Jun 30, 2020",6'2,194lbs,77+2,77+2,77+2,68+2,72+2,72+2,72+2,68+2,66+2,66+2,66+2,66+2,58+2,58+2,58+2,66+2,50+2,49+2,49+2,49+2,50+2,49+2,51+2,51+2,51+2,49+2,44,81,78,64,76,72,48,62,38,76,68,75,64,74,58,86,79,66,91,64,60,20,78,46,68,76,52,24,22,9,9,8,6,8,
783,215330,J. Correa,23,https://cdn.sofifa.org/players/4/19/215330.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,83,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€14M,€42K,1855,Right,1,4,4,High/ Medium,Lean,Yes,LM,11,"Aug 1, 2018",,2023,6'2,170lbs,72+2,72+2,72+2,77+2,76+2,76+2,76+2,77+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,60+2,58+2,58+2,58+2,60+2,55+2,47+2,47+2,47+2,55+2,74,74,43,78,75,85,79,63,69,83,76,79,82,70,61,76,32,75,74,71,48,36,74,75,57,73,39,37,26,11,10,7,8,8,€24.9M
784,215259,E. Rigoni,25,https://cdn.sofifa.org/players/4/19/215259.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,81,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€13M,€29K,1977,Left,1,5,4,Medium/ Low,Lean,No,RM,24,"Aug 23, 2017",,2021,5'10,163lbs,73+2,73+2,73+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,77+2,70+2,70+2,70+2,77+2,65+2,59+2,59+2,59+2,65+2,62+2,52+2,52+2,52+2,62+2,75,73,65,73,71,82,81,78,71,77,90,90,83,69,68,71,57,80,58,76,44,33,75,74,60,71,51,41,55,16,6,10,8,16,€23.1M
785,214766,C. Izquierdoz,29,https://cdn.sofifa.org/players/4/19/214766.png,Argentina,https://cdn.sofifa.org/flags/52.png,78,78,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€8M,€25K,1674,Right,1,2,2,Medium/ High,Normal,No,RCB,24,"Jul 5, 2018",,2021,6'1,196lbs,55+2,55+2,55+2,49+2,50+2,50+2,50+2,49+2,50+2,50+2,50+2,51+2,58+2,58+2,58+2,51+2,67+2,71+2,71+2,71+2,67+2,70+2,77+2,77+2,77+2,70+2,44,45,82,66,50,36,32,26,57,62,52,50,36,76,52,55,85,84,80,54,74,80,35,33,51,58,78,79,78,8,11,7,8,8,€11.2M
